date,state,protest
8/22/2020,TN,5
8/22/2020,TX,9
8/22/2020,UT,3
8/22/2020,VA,5
8/22/2020,VT,2
8/22/2020,WA,7
8/22/2020,WI,6
8/22/2020,WV,3
8/23/2020,AZ,1
8/23/2020,CA,3
8/23/2020,CO,1
8/23/2020,DC,1
8/23/2020,FL,1
8/23/2020,IL,1
8/23/2020,IN,1
8/23/2020,KS,1
8/23/2020,LA,1
8/23/2020,ME,1
8/23/2020,MI,1
8/23/2020,MN,1
8/23/2020,NC,4
8/23/2020,NH,1
8/23/2020,NY,4
8/23/2020,OR,1
8/23/2020,PA,2
8/23/2020,RI,2
8/23/2020,TX,1
8/23/2020,UT,1
8/23/2020,VA,1
8/23/2020,WA,1
8/23/2020,WI,2
8/24/2020,AL,1
8/24/2020,AR,2
8/24/2020,CA,7
8/24/2020,CO,1
8/24/2020,CT,2
8/24/2020,DC,1
8/24/2020,GA,1
8/24/2020,IA,2
8/24/2020,ID,2
8/24/2020,IL,5
8/24/2020,KS,2
8/24/2020,KY,4
8/24/2020,LA,1
8/24/2020,MA,1
8/24/2020,ME,1
8/24/2020,MI,2
8/24/2020,MN,2
8/24/2020,MS,1
8/24/2020,NC,2
8/24/2020,NE,2
8/24/2020,NJ,2
8/24/2020,NM,1
8/24/2020,NY,3
8/24/2020,OH,3
8/24/2020,OK,1
8/24/2020,PA,2
8/24/2020,RI,4
8/24/2020,SC,1
8/24/2020,TN,2
8/24/2020,TX,2
8/24/2020,VA,1
8/24/2020,VT,2
8/24/2020,WA,1
8/24/2020,WI,8
8/25/2020,AK,1
8/25/2020,AR,2
8/25/2020,AZ,3
8/25/2020,CA,10
8/25/2020,CO,5
8/25/2020,DE,3
8/25/2020,FL,4
8/25/2020,GA,2
8/25/2020,IA,3
8/25/2020,ID,1
8/25/2020,IL,1
8/25/2020,IN,2
8/25/2020,KS,2
8/25/2020,KY,2
8/25/2020,MA,3
8/25/2020,MD,3
8/25/2020,MI,2
8/25/2020,MO,4
8/25/2020,MT,1
8/25/2020,NC,1
8/25/2020,NE,3
8/25/2020,NH,1
8/25/2020,NJ,1
8/25/2020,NY,7
8/25/2020,OH,6
8/25/2020,OR,3
8/25/2020,PA,5
8/25/2020,SC,1
8/25/2020,TN,3
8/25/2020,TX,2
8/25/2020,UT,1
8/25/2020,VA,1
8/25/2020,VT,2
8/25/2020,WA,3
8/25/2020,WI,3
8/25/2020,WV,2
8/26/2020,AK,1
8/26/2020,AL,1
8/26/2020,AZ,2
8/26/2020,CA,14
8/26/2020,CO,1
8/26/2020,DE,1
8/26/2020,FL,3
8/26/2020,IA,2
8/26/2020,ID,1
8/26/2020,IL,1
8/26/2020,IN,2
8/26/2020,KY,1
8/26/2020,LA,1
8/26/2020,MA,2
8/26/2020,MD,3
8/26/2020,ME,1
8/26/2020,NC,2
8/26/2020,NJ,1
8/26/2020,NY,5
8/26/2020,OH,1
8/26/2020,OR,2
8/26/2020,PA,6
8/26/2020,TN,1
8/26/2020,TX,2
8/26/2020,VA,3
8/26/2020,VT,1
8/26/2020,WA,1
8/26/2020,WI,4
8/26/2020,WV,1
8/27/2020,AZ,1
8/27/2020,CA,9
8/27/2020,CO,1
8/27/2020,DC,4
8/27/2020,FL,2
8/27/2020,GA,1
8/27/2020,IL,1
8/27/2020,KS,1
8/27/2020,MI,1
8/27/2020,MN,2
8/27/2020,MS,1
8/27/2020,NC,5
8/27/2020,NJ,2
8/27/2020,NV,2
8/27/2020,NY,6
8/27/2020,OK,1
8/27/2020,OR,1
8/27/2020,PA,3
8/27/2020,TX,1
8/27/2020,VT,1
8/27/2020,WA,1
8/27/2020,WI,1
8/28/2020,AL,2
8/28/2020,AZ,2
8/28/2020,CA,10
8/28/2020,CO,1
8/28/2020,DC,1
8/28/2020,FL,5
8/28/2020,GA,3
8/28/2020,IA,3
8/28/2020,IL,4
8/28/2020,IN,4
8/28/2020,KS,1
8/28/2020,KY,1
8/28/2020,LA,1
8/28/2020,MA,4
8/28/2020,MD,3
8/28/2020,MI,3
8/28/2020,MN,1
8/28/2020,MO,3
8/28/2020,MS,2
8/28/2020,MT,1
8/28/2020,NC,2
8/28/2020,NJ,1
8/28/2020,NM,1
8/28/2020,NV,1
8/28/2020,NY,4
8/28/2020,OH,2
8/28/2020,OK,3
8/28/2020,OR,4
8/28/2020,PA,3
8/28/2020,SC,2
8/28/2020,TX,3
8/28/2020,UT,2
8/28/2020,VA,3
8/28/2020,VT,2
8/28/2020,WA,7
8/28/2020,WI,3
8/29/2020,AL,3
8/29/2020,AR,2
8/29/2020,CA,14
8/29/2020,CO,1
8/29/2020,CT,1
8/29/2020,DC,2
8/29/2020,DE,1
8/29/2020,FL,10
8/29/2020,GA,7
8/29/2020,HI,3
8/29/2020,IA,3
8/29/2020,ID,2
8/29/2020,IL,3
8/29/2020,IN,2
8/29/2020,KY,2
8/29/2020,LA,2
8/29/2020,MA,4
8/29/2020,MD,1
8/29/2020,MI,1
8/29/2020,MN,2
8/29/2020,MO,1
8/29/2020,MS,3
8/29/2020,NC,6
8/29/2020,ND,1
8/29/2020,NJ,1
8/29/2020,NM,1
8/29/2020,NV,2
8/29/2020,NY,4
8/29/2020,OH,3
8/29/2020,OK,1
8/29/2020,OR,5
8/29/2020,PA,6
8/29/2020,RI,2
8/29/2020,SC,6
8/29/2020,TN,4
8/29/2020,TX,8
8/29/2020,UT,1
8/29/2020,VA,2
8/29/2020,VT,1
8/29/2020,WA,5
8/29/2020,WI,3
8/30/2020,AZ,1
8/30/2020,CA,6
8/30/2020,CO,2
8/30/2020,CT,2
8/30/2020,DC,1
8/30/2020,FL,2
8/30/2020,GA,1
8/30/2020,IA,1
8/30/2020,IL,3
8/30/2020,KY,1
8/30/2020,LA,1
8/30/2020,MA,5
8/30/2020,MD,1
8/30/2020,MI,1
8/30/2020,MS,1
8/30/2020,NC,3
8/30/2020,NE,1
8/30/2020,NY,7
8/30/2020,OH,6
8/30/2020,PA,4
8/30/2020,RI,2
8/30/2020,TX,4
8/30/2020,UT,1
8/30/2020,VT,3
8/30/2020,WA,1
8/30/2020,WI,4
8/30/2020,WV,2
8/31/2020,AL,1
8/31/2020,CA,5
8/31/2020,IA,1
8/31/2020,ID,1
8/31/2020,IL,3
8/31/2020,IN,1
8/31/2020,KY,1
8/31/2020,LA,1
8/31/2020,MA,1
8/31/2020,MI,2
8/31/2020,MN,1
8/31/2020,NC,2
8/31/2020,NY,4
8/31/2020,OH,3
8/31/2020,PA,7
8/31/2020,SC,2
8/31/2020,TN,1
8/31/2020,VA,1
8/31/2020,VT,1
8/31/2020,WA,2
8/31/2020,WI,2
8/31/2020,WV,1
9/1/2020,AR,1
9/1/2020,AZ,1
9/1/2020,CA,6
9/1/2020,CO,2
9/1/2020,CT,2
9/1/2020,DC,1
9/1/2020,FL,4
9/1/2020,GA,3
9/1/2020,HI,1
9/1/2020,IA,2
9/1/2020,LA,2
9/1/2020,MA,2
9/1/2020,MD,1
9/1/2020,ME,2
9/1/2020,MI,1
9/1/2020,NC,3
9/1/2020,NE,1
9/1/2020,NV,1
9/1/2020,NY,6
9/1/2020,OR,1
9/1/2020,PA,3
9/1/2020,RI,1
9/1/2020,TX,4
9/1/2020,VA,4
9/1/2020,VT,1
9/1/2020,WA,1
9/1/2020,WI,2
9/2/2020,AL,1
9/2/2020,AZ,1
9/2/2020,CA,3
9/2/2020,DC,1
9/2/2020,FL,2
9/2/2020,IA,1
9/2/2020,IL,2
9/2/2020,KY,1
9/2/2020,MN,1
9/2/2020,MO,2
9/2/2020,NC,1
9/2/2020,NY,6
9/2/2020,OH,1
9/2/2020,OR,2
9/2/2020,PA,2
9/2/2020,TN,1
9/2/2020,TX,1
9/2/2020,VA,3
9/2/2020,VT,1
9/3/2020,AR,1
9/3/2020,CA,8
9/3/2020,CT,2
9/3/2020,DC,1
9/3/2020,FL,2
9/3/2020,GA,2
9/3/2020,IL,1
9/3/2020,KS,2
9/3/2020,KY,1
9/3/2020,MA,3
9/3/2020,MN,1
9/3/2020,MO,1
9/3/2020,MS,1
9/3/2020,NC,1
9/3/2020,NY,3
9/3/2020,OK,1
9/3/2020,PA,3
9/3/2020,RI,1
9/3/2020,TX,1
9/3/2020,UT,2
9/3/2020,VA,5
9/3/2020,VT,1
9/3/2020,WA,4
9/3/2020,WI,1
9/3/2020,WV,3
9/4/2020,AZ,1
9/4/2020,CA,2
9/4/2020,CO,1
9/4/2020,FL,3
9/4/2020,GA,1
9/4/2020,IL,2
9/4/2020,IN,2
9/4/2020,KY,1
9/4/2020,LA,2
9/4/2020,MD,1
9/4/2020,MO,1
9/4/2020,NC,3
9/4/2020,NJ,2
9/4/2020,NV,1
9/4/2020,NY,4
9/4/2020,OH,3
9/4/2020,OR,1
9/4/2020,PA,2
9/4/2020,TX,2
9/4/2020,VA,1
9/4/2020,VT,1
9/4/2020,WA,3
9/4/2020,WI,4
9/5/2020,AL,3
9/5/2020,AR,2
9/5/2020,AZ,1
9/5/2020,CA,7
9/5/2020,CO,2
9/5/2020,DC,2
9/5/2020,DE,1
9/5/2020,FL,5
9/5/2020,GA,3
9/5/2020,HI,2
9/5/2020,IA,1
9/5/2020,IL,3
9/5/2020,IN,4
9/5/2020,KY,4
9/5/2020,LA,1
9/5/2020,MA,3
9/5/2020,MD,1
9/5/2020,ME,1
9/5/2020,MI,2
9/5/2020,MN,1
9/5/2020,MO,3
9/5/2020,MS,2
9/5/2020,NC,2
9/5/2020,ND,1
9/5/2020,NJ,2
9/5/2020,NV,1
9/5/2020,NY,7
9/5/2020,OH,2
9/5/2020,OK,2
9/5/2020,OR,1
9/5/2020,PA,3
9/5/2020,RI,1
9/5/2020,SC,1
9/5/2020,TN,3
9/5/2020,TX,11
9/5/2020,UT,1
9/5/2020,VA,3
9/5/2020,VT,1
9/5/2020,WI,5
9/5/2020,WV,1
9/6/2020,AL,2
9/6/2020,AR,1
9/6/2020,CA,4
9/6/2020,CO,1
9/6/2020,CT,2
9/6/2020,DC,1
9/6/2020,FL,2
9/6/2020,GA,1
9/6/2020,HI,2
9/6/2020,IL,3
9/6/2020,IN,1
9/6/2020,KY,1
9/6/2020,LA,1
9/6/2020,MA,2
9/6/2020,ME,1
9/6/2020,NY,3
9/6/2020,OH,2
9/6/2020,OK,1
9/6/2020,OR,2
9/6/2020,PA,2
9/6/2020,TN,1
9/6/2020,TX,2
9/6/2020,VA,3
9/6/2020,VT,1
9/6/2020,WA,1
9/7/2020,AK,1
9/7/2020,AL,4
9/7/2020,AR,1
9/7/2020,AZ,1
9/7/2020,CA,8
9/7/2020,CO,1
9/7/2020,CT,1
9/7/2020,DC,1
9/7/2020,FL,8
9/7/2020,GA,1
9/7/2020,HI,2
9/7/2020,IA,2
9/7/2020,ID,1
9/7/2020,IL,3
9/7/2020,IN,1
9/7/2020,KS,1
9/7/2020,LA,1
9/7/2020,MA,1
9/7/2020,MD,3
9/7/2020,ME,5
9/7/2020,MI,2
9/7/2020,MO,2
9/7/2020,MS,1
9/7/2020,NC,2
9/7/2020,NJ,1
9/7/2020,NY,7
9/7/2020,OH,1
9/7/2020,OK,1
9/7/2020,OR,2
9/7/2020,PA,3
9/7/2020,RI,1
9/7/2020,SC,1
9/7/2020,TN,3
9/7/2020,TX,3
9/7/2020,VT,1
9/7/2020,WA,2
9/7/2020,WI,1
9/8/2020,AL,1
9/8/2020,AZ,2
9/8/2020,CA,6
9/8/2020,DE,1
9/8/2020,FL,7
9/8/2020,IL,2
9/8/2020,KS,1
9/8/2020,KY,4
9/8/2020,LA,1
9/8/2020,MA,2
9/8/2020,MD,2
9/8/2020,ME,1
9/8/2020,MI,2
9/8/2020,MN,1
9/8/2020,MO,1
9/8/2020,NC,3
9/8/2020,NJ,1
9/8/2020,NV,1
9/8/2020,NY,5
9/8/2020,OH,2
9/8/2020,OK,1
9/8/2020,OR,1
9/8/2020,PA,1
9/8/2020,SC,2
9/8/2020,TX,1
9/8/2020,VA,3
9/8/2020,VT,1
9/8/2020,WA,2
9/8/2020,WV,1
9/9/2020,AL,1
9/9/2020,AZ,2
9/9/2020,CA,4
9/9/2020,CT,1
9/9/2020,FL,1
9/9/2020,ID,1
9/9/2020,IL,1
9/9/2020,LA,2
9/9/2020,MA,2
9/9/2020,MI,1
9/9/2020,NC,2
9/9/2020,NV,1
9/9/2020,NY,3
9/9/2020,PA,4
9/9/2020,SC,2
9/9/2020,TN,3
9/9/2020,TX,1
9/9/2020,VT,1
9/10/2020,CA,1
9/10/2020,CT,2
9/10/2020,FL,2
9/10/2020,IL,2
9/10/2020,IN,1
9/10/2020,KS,1
9/10/2020,LA,1
9/10/2020,MA,1
9/10/2020,MI,4
9/10/2020,MN,1
9/10/2020,MS,1
9/10/2020,NC,1
9/10/2020,NM,1
9/10/2020,NV,1
9/10/2020,NY,6
9/10/2020,OH,1
9/10/2020,OK,1
9/10/2020,PA,3
9/10/2020,TN,2
9/10/2020,TX,3
9/10/2020,UT,1
9/10/2020,VA,3
9/10/2020,VT,1
9/10/2020,WI,2
9/11/2020,CO,4
9/11/2020,CT,1
9/11/2020,FL,1
9/11/2020,IL,1
9/11/2020,LA,1
9/11/2020,ME,1
9/11/2020,MI,1
9/11/2020,MN,1
9/11/2020,MT,2
9/11/2020,NC,2
9/11/2020,NV,1
9/11/2020,NY,3
9/11/2020,OH,1
9/11/2020,OK,1
9/11/2020,OR,1
9/11/2020,PA,1
9/11/2020,RI,1
9/11/2020,TN,3
9/11/2020,VA,2
9/11/2020,VT,1
9/12/2020,AK,1
9/12/2020,AL,2
9/12/2020,CA,7
9/12/2020,CO,4
9/12/2020,CT,1
9/12/2020,DC,3
9/12/2020,FL,5
9/12/2020,GA,1
9/12/2020,IL,1
9/12/2020,IN,5
9/12/2020,KY,2
9/12/2020,LA,1
9/12/2020,MA,4
9/12/2020,MD,3
9/12/2020,ME,2
9/12/2020,MI,4
9/12/2020,MN,2
9/12/2020,MO,1
9/12/2020,MS,2
9/12/2020,NC,10
9/12/2020,NJ,4
9/12/2020,NM,4
9/12/2020,NV,3
9/12/2020,NY,19
9/12/2020,OH,4
9/12/2020,OR,1
9/12/2020,PA,10
9/12/2020,RI,2
9/12/2020,SC,1
9/12/2020,TN,5
9/12/2020,TX,6
9/12/2020,UT,2
9/12/2020,VA,5
9/12/2020,VT,2
9/12/2020,WA,1
9/12/2020,WI,3
9/12/2020,WV,2
9/13/2020,AK,1
9/13/2020,AR,1
9/13/2020,CA,4
9/13/2020,CO,2
9/13/2020,FL,1
9/13/2020,GA,2
9/13/2020,IL,5
9/13/2020,IN,1
9/13/2020,KY,1
9/13/2020,MA,1
9/13/2020,MD,1
9/13/2020,MI,1
9/13/2020,MO,5
9/13/2020,NM,1
9/13/2020,NY,6
9/13/2020,OH,3
9/13/2020,PA,3
9/13/2020,TN,3
9/13/2020,TX,1
9/13/2020,VA,1
9/13/2020,VT,1
9/13/2020,WI,3
9/13/2020,WY,1
9/14/2020,AZ,1
9/14/2020,CA,2
9/14/2020,CT,3
9/14/2020,DC,1
9/14/2020,FL,2
9/14/2020,IL,3
9/14/2020,KY,1
9/14/2020,MA,2
9/14/2020,MD,1
9/14/2020,MO,1
9/14/2020,MT,1
9/14/2020,NC,2
9/14/2020,NE,1
9/14/2020,NJ,2
9/14/2020,NY,9
9/14/2020,OH,1
9/14/2020,OK,2
9/14/2020,PA,2
9/14/2020,SC,3
9/14/2020,TN,1
9/14/2020,TX,1
9/14/2020,VA,2
9/14/2020,VT,1
9/14/2020,WA,1
9/14/2020,WI,2
9/14/2020,WV,1
9/15/2020,AK,1
9/15/2020,AZ,2
9/15/2020,CA,7
9/15/2020,DC,1
9/15/2020,FL,2
9/15/2020,GA,3
9/15/2020,ID,1
9/15/2020,IL,3
9/15/2020,KY,1
9/15/2020,MA,3
9/15/2020,MD,1
9/15/2020,ME,2
9/15/2020,MI,1
9/15/2020,MN,1
9/15/2020,MS,1
9/15/2020,NC,1
9/15/2020,ND,1
9/15/2020,NE,1
9/15/2020,NM,1
9/15/2020,NY,5
9/15/2020,OH,1
9/15/2020,PA,5
9/15/2020,RI,1
9/15/2020,SC,1
9/15/2020,TN,1
9/15/2020,TX,2
9/15/2020,VT,1
9/15/2020,WI,1
9/15/2020,WV,1
9/16/2020,AL,1
9/16/2020,AR,1
9/16/2020,AZ,1
9/16/2020,CA,3
9/16/2020,CO,2
9/16/2020,CT,1
9/16/2020,FL,4
9/16/2020,GA,1
9/16/2020,ID,1
9/16/2020,IL,2
9/16/2020,KY,2
9/16/2020,MA,1
9/16/2020,MD,1
9/16/2020,MI,3
9/16/2020,MN,2
9/16/2020,MO,1
9/16/2020,MS,1
9/16/2020,NH,1
9/16/2020,NJ,2
9/16/2020,NY,6
9/16/2020,OH,2
9/16/2020,OK,1
9/16/2020,PA,4
9/16/2020,RI,1
9/16/2020,TN,3
9/16/2020,TX,2
9/16/2020,UT,1
9/16/2020,WA,1
9/16/2020,WI,2
9/17/2020,AR,1
9/17/2020,CA,5
9/17/2020,CT,1
9/17/2020,DE,1
9/17/2020,GA,2
9/17/2020,IL,4
9/17/2020,IN,2
9/17/2020,KY,1
9/17/2020,LA,1
9/17/2020,MA,1
9/17/2020,MI,2
9/17/2020,MN,2
9/17/2020,MO,1
9/17/2020,MT,1
9/17/2020,NJ,1
9/17/2020,NY,4
9/17/2020,OH,3
9/17/2020,OK,1
9/17/2020,PA,3
9/17/2020,TX,2
9/17/2020,WI,1
9/17/2020,WV,2
9/17/2020,WY,1
9/18/2020,AZ,1
9/18/2020,CA,2
9/18/2020,CT,1
9/18/2020,DC,1
9/18/2020,GA,3
9/18/2020,IL,1
9/18/2020,KS,1
9/18/2020,KY,1
9/18/2020,LA,1
9/18/2020,MA,1
9/18/2020,MD,2
9/18/2020,MI,2
9/18/2020,MN,3
9/18/2020,NC,1
9/18/2020,NJ,1
9/18/2020,NY,4
9/18/2020,OH,2
9/18/2020,OK,2
9/18/2020,OR,1
9/18/2020,TN,1
9/18/2020,TX,1
9/18/2020,WA,1
9/18/2020,WI,1
9/18/2020,WV,1
9/19/2020,AL,3
9/19/2020,AZ,1
9/19/2020,CA,6
9/19/2020,CO,2
9/19/2020,FL,7
9/19/2020,GA,6
9/19/2020,ID,1
9/19/2020,IL,5
9/19/2020,IN,2
9/19/2020,KS,1
9/19/2020,KY,6
9/19/2020,LA,2
9/19/2020,MA,1
9/19/2020,MD,1
9/19/2020,ME,2
9/19/2020,MI,1
9/19/2020,MN,1
9/19/2020,NC,5
9/19/2020,NE,3
9/19/2020,NJ,2
9/19/2020,NV,1
9/19/2020,NY,5
9/19/2020,OH,3
9/19/2020,PA,6
9/19/2020,RI,1
9/19/2020,SC,1
9/19/2020,TN,1
9/19/2020,TX,4
9/19/2020,VA,6
9/19/2020,WA,3
9/19/2020,WI,2
9/19/2020,WV,3
9/20/2020,AZ,2
9/20/2020,CA,7
9/20/2020,CO,1
9/20/2020,DE,1
9/20/2020,FL,4
9/20/2020,HI,3
9/20/2020,IL,1
9/20/2020,IN,1
9/20/2020,KS,1
9/20/2020,KY,1
9/20/2020,MA,3
9/20/2020,MD,1
9/20/2020,ME,1
9/20/2020,MI,2
9/20/2020,MO,1
9/20/2020,MT,1
9/20/2020,NC,4
9/20/2020,NY,3
9/20/2020,OH,1
9/20/2020,OR,1
9/20/2020,PA,4
9/20/2020,RI,1
9/20/2020,SC,2
9/20/2020,SD,1
9/20/2020,TN,1
9/20/2020,TX,3
9/20/2020,VA,1
9/20/2020,WA,1
9/20/2020,WI,1
9/20/2020,WV,1
9/21/2020,AZ,3
9/21/2020,CA,7
9/21/2020,CO,1
9/21/2020,DC,1
9/21/2020,FL,1
9/21/2020,GA,1
9/21/2020,IA,1
9/21/2020,ID,1
9/21/2020,IL,3
9/21/2020,KY,6
9/21/2020,LA,1
9/21/2020,MA,1
9/21/2020,MI,2
9/21/2020,NC,4
9/21/2020,NM,1
9/21/2020,NV,1
9/21/2020,NY,6
9/21/2020,OH,1
9/21/2020,OK,2
9/21/2020,OR,3
9/21/2020,PA,8
9/21/2020,SC,1
9/21/2020,TN,1
9/21/2020,TX,2
9/21/2020,WA,1
9/21/2020,WI,2
9/21/2020,WV,1
9/22/2020,AL,1
9/22/2020,AZ,3
9/22/2020,CA,3
9/22/2020,CO,2
9/22/2020,CT,1
9/22/2020,FL,2
9/22/2020,GA,1
9/22/2020,IL,2
9/22/2020,IN,3
9/22/2020,KY,1
9/22/2020,LA,1
9/22/2020,MA,1
9/22/2020,MD,2
9/22/2020,ME,1
9/22/2020,MI,1
9/22/2020,MO,1
9/22/2020,MS,1
9/22/2020,MT,1
9/22/2020,NC,2
9/22/2020,NE,1
9/22/2020,NJ,2
9/22/2020,NY,7
9/22/2020,OR,2
9/22/2020,PA,2
9/22/2020,TN,1
9/22/2020,TX,3
9/22/2020,UT,1
9/22/2020,VA,1
9/22/2020,VT,1
9/22/2020,WA,2
9/23/2020,AL,1
9/23/2020,AZ,1
9/23/2020,CA,8
9/23/2020,CO,2
9/23/2020,CT,2
9/23/2020,FL,4
9/23/2020,GA,3
9/23/2020,ID,1
9/23/2020,IL,8
9/23/2020,IN,2
9/23/2020,KY,2
9/23/2020,MA,1
9/23/2020,MD,1
9/23/2020,MI,5
9/23/2020,MN,1
9/23/2020,MO,2
9/23/2020,MT,1
9/23/2020,NC,5
9/23/2020,NJ,1
9/23/2020,NM,3
9/23/2020,NV,1
9/23/2020,NY,8
9/23/2020,OH,7
9/23/2020,OK,3
9/23/2020,OR,4
9/23/2020,PA,3
9/23/2020,RI,1
9/23/2020,SC,3
9/23/2020,TN,4
9/23/2020,TX,4
9/23/2020,UT,2
9/23/2020,VA,4
9/23/2020,WI,2
9/23/2020,WY,1
9/24/2020,AL,1
9/24/2020,AR,1
9/24/2020,AZ,2
9/24/2020,CA,9
9/24/2020,CT,2
9/24/2020,DC,2
9/24/2020,DE,1
9/24/2020,FL,6
9/24/2020,IA,1
9/24/2020,IL,1
9/24/2020,IN,2
9/24/2020,KY,1
9/24/2020,LA,1
9/24/2020,MA,2
9/24/2020,MD,1
9/24/2020,MN,1
9/24/2020,MO,2
9/24/2020,NC,4
9/24/2020,ND,1
9/24/2020,NJ,2
9/24/2020,NM,1
9/24/2020,NV,2
9/24/2020,NY,8
9/24/2020,OH,2
9/24/2020,OK,1
9/24/2020,OR,2
9/24/2020,PA,3
9/24/2020,SC,1
9/24/2020,TN,2
9/24/2020,TX,2
9/24/2020,VA,2
9/24/2020,WI,4
9/24/2020,WV,3
9/25/2020,AZ,3
9/25/2020,CA,15
9/25/2020,CO,1
9/25/2020,CT,1
9/25/2020,FL,3
9/25/2020,GA,4
9/25/2020,IA,2
9/25/2020,ID,1
9/25/2020,IL,6
9/25/2020,IN,1
9/25/2020,KY,2
9/25/2020,LA,1
9/25/2020,MA,1
9/25/2020,MD,2
9/25/2020,MI,1
9/25/2020,MN,1
9/25/2020,MO,2
9/25/2020,NC,1
9/25/2020,ND,2
9/25/2020,NM,1
9/25/2020,NV,1
9/25/2020,NY,2
9/25/2020,OH,5
9/25/2020,OK,1
9/25/2020,OR,2
9/25/2020,PA,12
9/25/2020,RI,1
9/25/2020,SC,1
9/25/2020,TN,2
9/25/2020,TX,3
9/25/2020,UT,1
9/25/2020,VA,3
9/25/2020,VT,1
9/25/2020,WA,1
9/25/2020,WI,2
9/25/2020,WV,1
9/26/2020,AL,2
9/26/2020,AR,1
9/26/2020,AZ,1
9/26/2020,CA,13
9/26/2020,CO,1
9/26/2020,CT,3
9/26/2020,DC,2
9/26/2020,FL,13
9/26/2020,GA,4
9/26/2020,IA,3
9/26/2020,ID,2
9/26/2020,IL,5
9/26/2020,IN,4
9/26/2020,KS,1
9/26/2020,KY,7
9/26/2020,MA,7
9/26/2020,MD,3
9/26/2020,ME,2
9/26/2020,MI,3
9/26/2020,MO,5
9/26/2020,MS,2
9/26/2020,NC,7
9/26/2020,ND,1
9/26/2020,NJ,4
9/26/2020,NM,1
9/26/2020,NV,4
9/26/2020,NY,11
9/26/2020,OH,12
9/26/2020,OR,4
9/26/2020,PA,9
9/26/2020,RI,2
9/26/2020,SC,3
9/26/2020,TN,3
9/26/2020,TX,8
9/26/2020,UT,1
9/26/2020,VA,3
9/26/2020,VT,1
9/26/2020,WA,4
9/26/2020,WI,2
9/26/2020,WV,1
9/27/2020,AL,1
9/27/2020,CA,15
9/27/2020,CO,2
9/27/2020,DC,1
9/27/2020,FL,3
9/27/2020,IL,1
9/27/2020,IN,2
9/27/2020,KY,6
9/27/2020,MA,2
9/27/2020,MD,1
9/27/2020,MI,1
9/27/2020,NC,2
9/27/2020,NJ,1
9/27/2020,NY,5
9/27/2020,OH,1
9/27/2020,OR,1
9/27/2020,PA,3
9/27/2020,RI,1
9/27/2020,SC,2
9/27/2020,SD,1
9/27/2020,TN,2
9/27/2020,TX,2
9/27/2020,VA,2
9/27/2020,WA,1
9/27/2020,WI,1
9/28/2020,CA,6
9/28/2020,FL,3
9/28/2020,GA,1
9/28/2020,HI,2
9/28/2020,ID,1
9/28/2020,IL,4
9/28/2020,LA,1
9/28/2020,MA,3
9/28/2020,ME,1
9/28/2020,MI,1
9/28/2020,NC,1
9/28/2020,ND,1
9/28/2020,NY,4
9/28/2020,OH,1
9/28/2020,OK,2
9/28/2020,OR,1
9/28/2020,PA,3
9/28/2020,RI,1
9/28/2020,SC,1
9/28/2020,TN,1
9/28/2020,TX,2
9/28/2020,WI,1
9/28/2020,WY,1
9/29/2020,AR,1
9/29/2020,AZ,1
9/29/2020,CA,8
9/29/2020,DC,1
9/29/2020,FL,1
9/29/2020,ID,1
9/29/2020,KS,1
9/29/2020,KY,1
9/29/2020,LA,1
9/29/2020,MA,1
9/29/2020,MD,3
9/29/2020,ME,1
9/29/2020,MO,1
9/29/2020,MS,1
9/29/2020,NC,1
9/29/2020,NJ,1
9/29/2020,NY,1
9/29/2020,OH,1
9/29/2020,OR,2
9/29/2020,PA,4
9/29/2020,TX,1
9/30/2020,CA,6
9/30/2020,CT,2
9/30/2020,DC,1
9/30/2020,ID,1
9/30/2020,IL,3
9/30/2020,IN,1
9/30/2020,KY,2
9/30/2020,MA,2
9/30/2020,MD,2
9/30/2020,MI,1
9/30/2020,MN,2
9/30/2020,ND,1
9/30/2020,NM,1
9/30/2020,NV,1
9/30/2020,NY,3
9/30/2020,OH,1
9/30/2020,OR,2
9/30/2020,PA,2
9/30/2020,SC,1
9/30/2020,SD,1
9/30/2020,TN,2
9/30/2020,TX,3
9/30/2020,WA,1
10/1/2020,AL,1
10/1/2020,AR,1
10/1/2020,CA,6
10/1/2020,DC,1
10/1/2020,DE,2
10/1/2020,FL,2
10/1/2020,IA,2
10/1/2020,ID,1
10/1/2020,IL,2
10/1/2020,IN,1
10/1/2020,KY,2
10/1/2020,LA,1
10/1/2020,MA,3
10/1/2020,MI,4
10/1/2020,MN,2
10/1/2020,MS,1
10/1/2020,MT,1
10/1/2020,NC,4
10/1/2020,NY,8
10/1/2020,OH,2
10/1/2020,OK,1
10/1/2020,OR,2
10/1/2020,PA,7
10/1/2020,RI,1
10/1/2020,SC,2
10/1/2020,TX,2
10/1/2020,VA,1
10/1/2020,WV,1
10/2/2020,AL,1
10/2/2020,AR,1
10/2/2020,CA,6
10/2/2020,CO,1
10/2/2020,CT,1
10/2/2020,GA,2
10/2/2020,HI,1
10/2/2020,IA,1
10/2/2020,ID,1
10/2/2020,IL,2
10/2/2020,KS,1
10/2/2020,KY,1
10/2/2020,MA,4
10/2/2020,ME,1
10/2/2020,MI,4
10/2/2020,MN,1
10/2/2020,MO,2
10/2/2020,MT,1
10/2/2020,NC,2
10/2/2020,NV,1
10/2/2020,NY,3
10/2/2020,OR,1
10/2/2020,PA,4
10/2/2020,RI,2
